,Date,Open,Close,PercentChange,10DayEMA,40DayEMA,Time,Low
0,2005-09-29,1222.5,1231.75,0.7566462167689192,1226.2854215994894,1226.5529085539474,11:10:00,1216.25
1,2005-10-19,1182.25,1200.5,1.5436667371537371,1194.1690557845786,1211.3437724230967,09:50:00,1173.75
2,2005-10-24,1183.75,1202.5,1.5839493136219573,1192.3484159781801,1208.2264873749025,09:30:00,1186.25
3,2005-10-25,1202.0,1199.0,-0.24958402662229595,1193.5577948912382,1207.7764148200292,14:30:00,1191.75
4,2005-10-26,1198.75,1196.0,-0.22940563086548682,1194.0018321837404,1207.2019555605154,15:55:00,1193.75
5,2005-10-28,1181.5,1199.75,1.5446466356326738,1193.3359372469665,1205.6922512834883,10:50:00,1183.0
6,2005-10-31,1199.75,1209.75,0.8335069806209683,1196.3203122929726,1205.8901902452692,09:35:00,1204.0
7,2005-11-01,1204.0,1206.25,0.18687707641196205,1198.1257100578866,1205.9077419406217,15:10:00,1203.75
8,2005-11-02,1206.25,1218.0,0.9740932642487099,1201.739217320089,1206.4976081874206,09:35:00,1202.5
9,2005-11-03,1218.0,1223.75,0.4720853858784846,1205.7411778073456,1207.3391882758392,15:20:00,1218.5
10,2006-02-14,1265.75,1278.25,0.9875567845151201,1271.1446926600886,1271.5716292192808,09:50:00,1263.0
11,2006-05-25,1261.25,1276.0,1.1694747274529238,1275.8866351349243,1295.3434801370208,10:25:00,1263.25
12,2006-05-26,1276.0,1282.75,0.5289968652037569,1277.134519655847,1294.7291640327758,10:50:00,1274.25
13,2006-06-01,1273.0,1285.75,1.0015710919088816,1275.8516640338935,1291.703643029849,09:35:00,1270.75
14,2006-06-02,1285.75,1288.25,0.19443904335991746,1278.1059069368218,1291.5351726381489,12:05:00,1281.25
15,2006-06-15,1241.0,1267.75,2.1555197421434302,1257.8771716455567,1278.515323196427,09:35:00,1244.5
16,2006-06-16,1267.75,1260.0,-0.6113192664168765,1258.2631404372735,1277.6121366990403,12:50:00,1256.75
17,2006-06-21,1252.5,1261.75,0.7385229540918248,1256.8514871365683,1274.38821022403,09:35:00,1250.5
18,2006-06-26,1255.75,1260.25,0.358351582719485,1257.1647138411408,1272.010501041471,12:15:00,1253.25
19,2006-06-28,1249.75,1257.75,0.6401280256051134,1256.1681142242348,1270.281958408136,11:30:00,1246.5
20,2006-06-29,1257.75,1282.5,1.9677996422182487,1260.9557298198285,1270.8779604370072,09:35:00,1261.25
21,2006-06-30,1282.0,1279.5,-0.19500780031200815,1264.3274153071325,1271.298547732763,10:30:00,1279.25
22,2006-07-03,1281.75,1288.25,0.5071191730056546,1268.676976160381,1272.1254478433598,09:40:00,1282.75
23,2006-07-05,1288.0,1279.75,-0.6405279503105543,1270.6902532221297,1272.4973772168544,11:05:00,1274.0
24,2006-07-06,1279.75,1282.75,0.2344207853096414,1272.8829344544697,1272.9975051574954,14:40:00,1279.5
25,2006-07-19,1246.0,1262.5,1.3242375601926204,1258.3618202941316,1267.8346075338868,09:30:00,1246.75
26,2006-07-24,1244.5,1267.5,1.8481317798312524,1257.497946652458,1266.1475469639533,09:30:00,1249.5
27,2006-07-25,1267.25,1271.5,0.33537186821859244,1260.0437745338293,1266.4086422340042,12:05:00,1262.5
28,2006-07-26,1271.25,1273.25,0.15732546705997663,1262.4449064367693,1266.742367003077,10:20:00,1266.75
29,2006-07-27,1273.5,1272.25,-0.09815469179427216,1264.2276507209929,1267.0110320273172,15:35:00,1266.75
30,2007-03-08,1404.5,1417.25,0.9077963688145285,1409.2892962471647,1426.9222269908669,09:30:00,1402.25
31,2007-03-09,1417.25,1417.5,0.017639795378365797,1410.7821514749528,1426.462606162044,14:40:00,1410.0
32,2007-03-12,1417.5,1419.5,0.1410934744268122,1412.3672148431433,1426.1229668370663,10:00:00,1411.0
33,2007-03-19,1397.75,1415.75,1.2877839384725531,1407.1977365509854,1420.9738814012885,10:15:00,1404.75
34,2007-03-20,1415.5,1423.5,0.5651713175556239,1410.1617844508062,1421.0971066987865,09:35:00,1412.75
35,2007-03-21,1423.5,1445.0,1.5103617843343908,1416.4960054597504,1422.2631014939677,10:00:00,1421.0
36,2007-03-22,1445.0,1445.0,0.0,1421.678549921614,1423.372218494262,11:10:00,1441.0
37,2007-08-07,1468.25,1482.5,0.9705431636301665,1481.5893158068586,1509.1882282343606,14:40:00,1460.75
38,2007-08-08,1482.0,1504.0,1.4844804318488558,1485.663985660157,1508.9351439302454,15:30:00,1483.25
39,2007-08-17,1424.75,1450.0,1.7722407439901833,1449.981190873163,1488.6432566379176,10:55:00,1425.25
40,2007-08-21,1448.75,1450.25,0.10353753235547991,1449.8841029812083,1484.9309300096804,09:35:00,1443.25
41,2007-08-22,1450.25,1468.75,1.2756421306671317,1453.314266075534,1484.1416163506717,13:20:00,1454.5
42,2007-08-23,1468.0,1466.5,-0.1021798365122617,1455.7116722436185,1483.2810496994193,13:00:00,1457.0
43,2007-08-24,1466.5,1483.5,1.1592226389362414,1460.7640954720514,1483.2917302018868,09:40:00,1463.75
44,2007-08-27,1483.25,1469.75,-0.9101634923310287,1462.3978962953147,1482.6311579969167,16:00:00,1468.75
45,2007-08-29,1438.5,1465.5,1.8769551616266922,1459.3696661150452,1479.7361637794827,10:15:00,1439.0
46,2007-08-30,1465.25,1461.5,-0.25592902235113124,1459.7569995486733,1478.8465948146297,09:35:00,1452.5
47,2007-08-31,1461.5,1476.75,1.0434485118029357,1462.846635994369,1478.7443218968428,11:15:00,1467.75
48,2007-09-04,1476.0,1489.5,0.9146341463414531,1467.692702177211,1479.2689891213872,09:30:00,1472.75
49,2007-09-05,1488.75,1476.5,-0.822837951301425,1469.2940290540816,1479.1339164813194,14:55:00,1468.25
50,2007-09-06,1476.25,1479.5,0.22015241320914036,1471.1496601351575,1479.1517742139379,10:25:00,1469.5
51,2007-09-11,1454.75,1472.75,1.2373260010311027,1467.687905513546,1476.874081841479,09:35:00,1458.5
52,2007-09-12,1472.0,1476.25,0.2887228260869623,1469.2446499656285,1476.8436388248215,09:40:00,1466.5
53,2007-09-13,1488.25,1498.0,0.6551318662858963,1474.4728954264233,1477.8756564431228,09:50:00,1491.5
54,2007-09-14,1497.75,1498.0,0.016691704223004145,1478.7505508034374,1478.8573317385801,09:40:00,1486.5
55,2007-11-28,1426.25,1470.5,3.1025416301490027,1447.683430770055,1486.5558310269048,09:30:00,1440.75
56,2007-11-29,1471.0,1471.5,0.03399048266485849,1452.0137160845904,1485.8214002451045,10:15:00,1460.75
57,2007-11-30,1470.5,1483.75,0.9010540632437891,1457.7839495237556,1485.720356330709,15:15:00,1473.0
58,2007-12-03,1484.0,1475.5,-0.5727762803234504,1461.0050496103454,1485.2218023633573,15:15:00,1472.0
59,2007-12-04,1475.5,1463.25,-0.8302270416807866,1461.4132224084642,1484.1500071261203,09:40:00,1462.5
60,2007-12-05,1463.5,1487.0,1.605739665186201,1466.0653637887435,1484.2890311687484,09:45:00,1476.75
61,2007-12-06,1487.25,1507.5,1.3615733736762392,1473.5989340089718,1485.4212735507606,09:30:00,1483.5
62,2007-12-07,1507.5,1507.25,-0.016583747927034764,1479.717309643704,1486.4860894751137,15:55:00,1504.5
63,2007-12-10,1506.5,1518.75,0.8131430467972045,1486.8141624357577,1488.0599387690104,09:45:00,1506.75
64,2007-12-12,1477.25,1490.25,0.8800135386698216,1486.1276624569946,1487.699980290104,15:20:00,1468.75
65,2007-12-21,1474.0,1498.0,1.6282225237449044,1479.8403476099356,1484.5142773003968,09:40:00,1484.5
66,2007-12-24,1497.0,1506.5,0.634602538410145,1484.687557135402,1485.5867515784262,09:35:00,1499.5
67,2008-01-29,1353.75,1362.0,0.6094182825484795,1358.7450987938419,1417.784955357195,10:05:00,1351.0
68,2008-01-31,1349.75,1379.5,2.2041118725689923,1361.292173572737,1412.7953105879199,09:35:00,1333.0
69,2008-02-01,1373.0,1397.0,1.7479970866715266,1367.7845056504211,1412.0248076324117,10:50:00,1376.5
70,2008-02-04,1396.75,1378.75,-1.2887059244675148,1369.778231895799,1410.401646284489,16:00:00,1380.25
71,2008-02-12,1337.75,1349.75,0.8970285927863975,1348.6854840657109,1391.8502229779115,15:40:00,1339.75
72,2008-02-13,1349.5,1363.75,1.0559466469062695,1351.4244869628542,1390.4794803936231,10:40:00,1351.25
73,2008-02-19,1350.0,1355.5,0.4074074074074119,1352.0878670142154,1385.2103538467131,15:55:00,1345.25
74,2008-02-20,1355.0,1359.0,0.2952029520295163,1353.3446184661761,1383.931800000532,10:10:00,1336.25
75,2008-02-22,1346.5,1355.5,0.6683995544003007,1352.7926784773574,1380.8312122550915,15:20:00,1327.0
76,2008-02-25,1354.5,1371.5,1.2550756736803281,1356.1940096632925,1380.3760311694773,10:05:00,1346.25
77,2008-02-26,1371.0,1382.75,0.8570386579139333,1361.022371542694,1380.4918345270637,10:45:00,1363.75
78,2008-02-27,1381.75,1380.5,-0.09046499004885522,1364.5637585349314,1380.4922328428165,09:35:00,1372.5
79,2008-02-28,1380.0,1365.75,-1.0326086956521707,1364.7794388013074,1379.773099533411,11:40:00,1363.5
80,2008-03-11,1276.5,1324.0,3.7211124167645826,1321.4742850501088,1358.1927325412064,12:50:00,1286.25
81,2008-03-18,1281.5,1334.0,4.096761607491217,1312.6093756507184,1346.8160706275146,14:35:00,1296.25
82,2008-03-20,1300.5,1324.75,1.8646674356016968,1312.8666068405632,1343.5441662251337,09:45:00,1295.5
83,2008-03-24,1326.25,1351.5,1.9038642789820814,1319.890860142279,1343.9322556775662,09:30:00,1335.5
84,2008-03-25,1351.5,1351.5,0.0,1325.6379764800465,1344.3014139371971,10:05:00,1342.0
85,2008-03-26,1351.25,1335.5,-1.1655874190564242,1327.4310716654925,1343.872076671968,10:50:00,1337.5
86,2008-03-27,1335.0,1329.75,-0.393258426966292,1327.8526949990392,1343.1831948830913,16:00:00,1326.5
87,2008-04-01,1321.25,1370.5,3.727530747398289,1333.9561342256195,1342.5582179200833,09:35:00,1338.0
88,2008-04-02,1370.25,1371.0,0.05473453749316182,1340.691382548234,1343.9456219239814,15:10:00,1363.0
